Food Name,State,Type,Allergic Ingredients,Total Calories,Category
Mutton Biryani,Jharkhand,Non-Veg,None,650,Meal
Chana Madra,Himachal Pradesh,Veg,Dairy,250,Meal
Siddu,Himachal Pradesh,Veg,Gluten,300,Meal
Chana Dal,Himachal Pradesh,Veg,None,200,Meal
Pateer,Himachal Pradesh,Veg,Dairy,350,Meal
Dham,Himachal Pradesh,Veg,None,400,Meal
Bhaat,Himachal Pradesh,Veg,None,220,Meal
Khatta Meat,Himachal Pradesh,Non-Veg,None,500,Meal
Thukpa,Himachal Pradesh,Non-Veg,None,350,Meal
Kullu Trout,Himachal Pradesh,Non-Veg,None,250,Meal
Pulao,Himachal Pradesh,Veg,None,300,Meal
Raita,Himachal Pradesh,Veg,Dairy,150,Meal
Rogan Josh,Himachal Pradesh,Non-Veg,None,450,Meal
Aloo Ka Raita,Himachal Pradesh,Veg,Dairy,180,Meal
Chole Bhature,Himachal Pradesh,Veg,Gluten,600,Meal
Himachali Kadi,Himachal Pradesh,Veg,Dairy,220,Meal
Himachali Chicken Curry,Himachal Pradesh,Non-Veg,None,500,Meal
Paneer Tikka,Himachal Pradesh,Veg,Dairy,250,Meal
Tandoori Chicken,Himachal Pradesh,Non-Veg,None,350,Meal
Gahat Ki Dal,Himachal Pradesh,Veg,None,220,Meal
Khatta,Himachal Pradesh,Veg,None,270,Meal
Mutton Korma,Himachal Pradesh,Non-Veg,None,550,Meal
Noodles,Himachal Pradesh,Veg,None,350,Meal
Veggie Pakoras,Himachal Pradesh,Veg,Gluten,400,Meal
Butter Chicken,Himachal Pradesh,Non-Veg,Dairy,500,Meal
Rajma,Himachal Pradesh,Veg,None,250,Meal
Cucumber Salad,Himachal Pradesh,Veg,None,80,Snack
Methi Thepla,Himachal Pradesh,Veg,Gluten,300,Meal
Chana Samosa,Himachal Pradesh,Veg,Gluten,250,Meal
Aloo Keema,Himachal Pradesh,Non-Veg,None,400,Meal
Kadha Prashad,Himachal Pradesh,Veg,Dairy,300,Meal
Ginger Tea,Himachal Pradesh,Veg,None,80,Meal
Bhutte Ka Kees,Himachal Pradesh,Veg,Dairy,200,Meal
Masala Dosa,Himachal Pradesh,Veg,Gluten,350,Breakfast
Himachali Rice Pudding,Himachal Pradesh,Veg,Dairy,350,Meal
Egg Curry,Himachal Pradesh,Non-Veg,None,400,Meal
Vegetable Soup,Himachal Pradesh,Veg,None,150,Meal
Himachali Roti,Himachal Pradesh,Veg,Gluten,250,Meal
Kangri Dham,Himachal Pradesh,Veg,Dairy,300,Meal
Veg Pulao,Himachal Pradesh,Veg,None,350,Meal
Petha,Himachal Pradesh,Veg,None,200,Meal
Aloo Ki Subzi,Himachal Pradesh,Veg,None,250,Meal
Paneer Butter Masala,Himachal Pradesh,Veg,Dairy,400,Meal
Himachali Kachori,Himachal Pradesh,Veg,Gluten,350,Meal
Kashmiri Saag,Himachal Pradesh,Veg,None,300,Meal
Mutton Stew,Himachal Pradesh,Non-Veg,None,500,Meal
Puri,Himachal Pradesh,Veg,Gluten,250,Meal
Vegetable Biryani,Himachal Pradesh,Veg,None,400,Meal
Mutton Shami Kebab,Himachal Pradesh,Non-Veg,None,400,Meal
Himachali Thali,Himachal Pradesh,Veg,Dairy,600,Meal
Chicken Momos,Himachal Pradesh,Non-Veg,None,350,Meal
Channa Chaat,Himachal Pradesh,Veg,None,200,Meal
Bhindi Masala,Himachal Pradesh,Veg,None,180,Meal
Himachali Saag,Himachal Pradesh,Veg,None,250,Meal
Mutton Kofta,Himachal Pradesh,Non-Veg,None,500,Meal
Vegetable Korma,Himachal Pradesh,Veg,Dairy,400,Meal
Chana Pulao,Himachal Pradesh,Veg,None,300,Meal
Himachali Khichdi,Himachal Pradesh,Veg,None,350,Meal
Vegetable Cutlet,Himachal Pradesh,Veg,Gluten,250,Meal
Fish Curry,Himachal Pradesh,Non-Veg,None,400,Meal
Himachali Chutney,Himachal Pradesh,Veg,None,100,Meal
Kadhi Pakora,Himachal Pradesh,Veg,Dairy,350,Meal
Ginger Lemon Tea,Himachal Pradesh,Veg,None,70,Meal
Himachali Paneer Tikka,Himachal Pradesh,Veg,Dairy,300,Meal
Mutton Rogan Josh,Himachal Pradesh,Non-Veg,None,550,Meal
Veg Pakoras,Himachal Pradesh,Veg,Gluten,400,Meal
Aloo Paratha,Himachal Pradesh,Veg,Gluten,350,Breakfast
Vegetable Stew,Himachal Pradesh,Veg,None,200,Meal
Mutton Biryani,Himachal Pradesh,Non-Veg,None,500,Meal
Himachali Rajma,Himachal Pradesh,Veg,None,250,Meal
Methi Paratha,Himachal Pradesh,Veg,Gluten,300,Breakfast
Chicken Korma,Himachal Pradesh,Non-Veg,Dairy,400,Meal
Gajar Halwa,Himachal Pradesh,Veg,Dairy,300,Meal
Vegetable Khichdi,Himachal Pradesh,Veg,None,350,Meal
Himachali Masoor Dal,Himachal Pradesh,Veg,None,220,Meal
Egg Bhurji,Himachal Pradesh,Non-Veg,None,350,Meal
Himachali Aloo Gobi,Himachal Pradesh,Veg,None,200,Meal
Fish Fry,Himachal Pradesh,Non-Veg,None,300,Meal
Bhutta,Himachal Pradesh,Veg,None,150,Meal
Mutton Korma,Himachal Pradesh,Non-Veg,None,500,Meal
Vegetable Pakora,Himachal Pradesh,Veg,Gluten,400,Meal
Aloo Tikki,Himachal Pradesh,Veg,Gluten,250,Meal
Chole Chaat,Himachal Pradesh,Veg,None,200,Meal
Himachali Mutton Curry,Himachal Pradesh,Non-Veg,None,500,Meal
Dum Aloo,Himachal Pradesh,Veg,None,300,Meal
Pulao,Himachal Pradesh,Veg,None,350,Meal
Egg Curry,Himachal Pradesh,Non-Veg,None,400,Meal
Bajra Khichdi,Haryana,Veg,Gluten,320,Meal
Besan Masala Roti,Haryana,Veg,Gluten,200,Meal
Kachri ki Sabzi,Haryana,Veg,None,180,Meal
Bajra Roti,Haryana,Vegan,Gluten,250,Meal
Churma,Haryana,Veg,"Gluten, Dairy",400,Meal
Dahi Bhalla,Haryana,Veg,"Dairy, Gluten",280,Meal
Methi Thepla,Haryana,Veg,Gluten,300,Meal
Hara Dhania Chutney,Haryana,Vegan,None,50,Meal
Kadhi Pakora,Haryana,Veg,"Gluten, Dairy",400,Meal
Bajre ki Khichdi,Haryana,Vegan,Gluten,300,Meal
Chole Bhature,Haryana,Veg,Gluten,450,Meal
Kachori,Haryana,Veg,Gluten,350,Meal
Ghevar,Haryana,Veg,"Dairy, Gluten",500,Meal
Paneer Pakora,Haryana,Veg,"Dairy, Gluten",350,Meal
Bajre ki Roti,Haryana,Vegan,Gluten,220,Meal
Dahi Aloo,Haryana,Veg,Dairy,280,Meal
Sarson ka Saag,Haryana,Vegan,None,250,Meal
Makai Roti,Haryana,Vegan,Gluten,200,Meal
Aloo Paratha,Haryana,Veg,"Gluten, Dairy",400,Breakfast
Dal Makhni,Haryana,Veg,Dairy,450,Meal
Lassi,Haryana,Veg,Dairy,250,Meal
Bajra Kheer,Haryana,Veg,Dairy,350,Meal
Kadhi,Haryana,Veg,"Dairy, Gluten",300,Meal
Methi Paratha,Haryana,Veg,Gluten,300,Breakfast
Aloo Gobhi,Haryana,Veg,None,200,Meal
Missi Roti,Haryana,Vegan,Gluten,230,Meal
Bhalle,Haryana,Veg,"Gluten, Dairy",300,Meal
Chana Dal,Haryana,Vegan,None,320,Meal
Methi Gajar,Haryana,Vegan,None,180,Meal
Raita,Haryana,Veg,Dairy,120,Meal
Aloo Methi,Haryana,Veg,None,220,Meal
Churma Ladoo,Haryana,Veg,"Gluten, Dairy",400,Meal
Tinda Masala,Haryana,Vegan,None,150,Meal
Rajma,Haryana,Vegan,None,350,Meal
Bhindi Masala,Haryana,Vegan,None,200,Meal
Pinni,Haryana,Veg,"Dairy, Nuts",450,Meal
Jeera Aloo,Haryana,Vegan,None,200,Meal
Besan ki Roti,Haryana,Vegan,Gluten,250,Meal
Dahi Ka Raita,Haryana,Veg,Dairy,120,Meal
Aloo Bhujia,Haryana,Veg,None,250,Meal
Makki ki Roti,Haryana,Vegan,None,200,Meal
Khichdi,Haryana,Vegan,None,300,Meal
Moong Dal Halwa,Haryana,Veg,Dairy,450,Meal
Tamatar Chutney,Haryana,Vegan,None,60,Meal
Kadhi Chawal,Haryana,Veg,"Gluten, Dairy",350,Meal
Chana Masala,Haryana,Vegan,None,300,Meal
Baigan Bharta,Haryana,Vegan,None,180,Meal
Masala Chaach,Haryana,Veg,Dairy,100,Meal
Biryani,Haryana,Non-Veg,None,500,Meal
Aloo Methi Paratha,Haryana,Veg,Gluten,350,Breakfast
Gond ke Laddu,Haryana,Veg,"Dairy, Nuts",400,Meal
Gur Chana,Haryana,Vegan,None,200,Meal
Kachri ki Chutney,Haryana,Vegan,None,50,Meal
Masala Papad,Haryana,Veg,Gluten,120,Meal
Pulao,Haryana,Veg,None,350,Meal
Ghar ki Chai,Haryana,Veg,None,70,Meal
Aloo Jeera,Haryana,Vegan,None,220,Meal
Bhutte ka Kees,Haryana,Vegan,None,180,Meal
Rajma Chawal,Haryana,Vegan,None,400,Meal
Palak Paratha,Haryana,Veg,Gluten,300,Breakfast
Makki ki Khichdi,Haryana,Vegan,Gluten,300,Meal
Ghee Rice,Haryana,Veg,Dairy,400,Meal
Hara Saag,Haryana,Vegan,None,150,Meal
Kheer,Haryana,Veg,Dairy,350,Meal
Khichdi with Curd,Haryana,Veg,"Dairy, Gluten",320,Meal
Tandoori Roti,Haryana,Vegan,Gluten,250,Meal
Methi Malai Chicken,Haryana,Non-Veg,Dairy,500,Meal
Chole,Haryana,Vegan,None,300,Meal
Bhindi Do Pyaza,Haryana,Vegan,None,200,Meal
Paneer Tikka,Haryana,Veg,Dairy,350,Meal
Aloo Gobi Paratha,Haryana,Veg,Gluten,350,Breakfast
Gatte ki Sabzi,Haryana,Veg,Gluten,280,Meal
Rajasthani Kadhi,Haryana,Veg,Dairy,300,Meal
Kachori Chaat,Haryana,Veg,Gluten,350,Meal
Palak Paneer,Haryana,Veg,Dairy,400,Meal
Rawa Idli,Haryana,Veg,Gluten,250,Breakfast
Jeera Rice,Haryana,Veg,None,300,Meal
Bhindi Fry,Haryana,Vegan,None,180,Meal
Baingan ka Bharta,Haryana,Vegan,None,200,Meal
Rajma Masala,Haryana,Vegan,None,350,Meal
Paneer Butter Masala,Haryana,Veg,Dairy,450,Meal
Dahi Ke Kebab,Haryana,Veg,Dairy,250,Meal
Dal Tadka,Haryana,Vegan,None,300,Meal
Chole Pulao,Haryana,Vegan,None,350,Meal
Ghee ke Parathe,Haryana,Veg,"Dairy, Gluten",400,Meal
Paneer Kofta,Haryana,Veg,Dairy,400,Meal
Dal Chawal,Haryana,Vegan,None,350,Meal
Kheer with Jaggery,Haryana,Veg,Dairy,350,Meal
Bhindi Masala,Haryana,Vegan,None,200,Meal
Gatte ka Pulao,Haryana,Veg,Gluten,350,Meal
Poriya,Haryana,Veg,None,250,Meal
Pulao with Raita,Haryana,Veg,Dairy,350,Meal
Methi Malai Paneer,Haryana,Veg,Dairy,450,Meal
Kadhi Pakora Rice,Haryana,Veg,"Dairy, Gluten",400,Meal
Chana dal Roti,Haryana,Vegan,Gluten,250,Meal
Tandoori Chicken,Haryana,Non-Veg,None,500,Meal
Chana dal khichdi,Haryana,Vegan,None,300,Meal
Vegetable Biryani,Haryana,Veg,None,400,Meal
Paneer Bhurji,Haryana,Veg,Dairy,350,Meal
Gundar ki Chikki,Haryana,Veg,Nuts,400,Meal
Bajra Chilla,Haryana,Vegan,Gluten,250,Meal
Tandoori Roti with Dal,Haryana,Veg,Gluten,350,Meal
Baingan Tamatar,Haryana,Vegan,None,200,Meal
Methi Thepla with Curd,Haryana,Veg,"Dairy, Gluten",350,Meal
Palak Dal,Haryana,Vegan,None,300,Meal
Ghee Rice with Curry,Haryana,Veg,Dairy,450,Meal
Aloo Baingan,Haryana,Vegan,None,220,Meal
Methi Poori,Haryana,Veg,Gluten,350,Meal
Pulao with Kadhi,Haryana,Veg,Dairy,350,Meal
Churma with Ghee,Haryana,Veg,"Dairy, Gluten",450,Meal
Methi Paratha with Pickle,Haryana,Veg,Gluten,350,Breakfast
Ghee Laddu,Haryana,Veg,"Dairy, Nuts",400,Meal
Chana Dal with Rice,Haryana,Vegan,None,320,Meal
Aloo Tamatar Curry,Haryana,Vegan,None,220,Meal
Biryani with Raita,Haryana,Veg,Dairy,500,Meal
Rajma with Rice,Haryana,Vegan,None,400,Meal
Chole with Bhature,Haryana,Veg,Gluten,450,Meal
Bhindi with Roti,Haryana,Vegan,Gluten,250,Meal
Chana Dal with Roti,Haryana,Vegan,Gluten,300,Meal
Palak with Paneer,Haryana,Veg,Dairy,400,Meal
Bhutte ke Kebab,Haryana,Vegan,None,180,Meal
Rajma Chawal with Curd,Haryana,Vegan,Dairy,400,Meal
Chana Dal with Curd,Haryana,Vegan,Dairy,300,Meal
Paneer with Capsicum,Haryana,Veg,Dairy,350,Meal
Masoor Dal,Haryana,Vegan,None,280,Meal
Vegetable Khichdi,Haryana,Vegan,None,320,Meal
Khichdi with Pickle,Haryana,Vegan,None,320,Meal
Ghee Paratha,Haryana,Veg,"Dairy, Gluten",350,Breakfast
Paneer Tikka with Salad,Haryana,Veg,Dairy,400,Snack
Kachori with Chutney,Haryana,Veg,Gluten,350,Meal
Masala Chaas,Haryana,Veg,Dairy,90,Meal
Aloo Bhindi,Haryana,Vegan,None,220,Meal
Dhokla,Gujarat,Veg,Gluten,150,Meal
Thepla,Gujarat,Veg,"Gluten, Dairy",180,Meal
Khandvi,Gujarat,Veg,Dairy,120,Meal
Undhiyu,Gujarat,Veg,None,300,Meal
Fafda,Gujarat,Veg,Gluten,250,Meal
Handvo,Gujarat,Veg,"Gluten, Dairy",220,Meal
Mohanthal,Gujarat,Veg,"Nuts, Dairy",400,Meal
Patra,Gujarat,Veg,None,160,Meal
Sev Khamani,Gujarat,Veg,Gluten,220,Meal
Dal Dhokli,Gujarat,Veg,"Gluten, Dairy",250,Meal
Khakra,Gujarat,Veg,Gluten,100,Meal
Shrikhand,Gujarat,Veg,Dairy,200,Meal
Chorafali,Gujarat,Veg,None,180,Meal
Bhajiya,Gujarat,Veg,Gluten,300,Meal
Sev Tameta,Gujarat,Veg,None,250,Meal
Ghughra,Gujarat,Veg,"Dairy, Gluten",200,Meal
Gathiya,Gujarat,Veg,Gluten,280,Meal
Bharela Ringan,Gujarat,Veg,None,200,Meal
Surti Locho,Gujarat,Veg,None,230,Meal
Dudhi Halwa,Gujarat,Veg,"Dairy, Nuts",350,Meal
Bharela Marcha,Gujarat,Veg,None,100,Meal
Khichu,Gujarat,Veg,None,150,Meal
Dabeli,Gujarat,Veg,"Gluten, Nuts",350,Meal
Lasaniya Bataka,Gujarat,Veg,None,250,Meal
Sukhdi,Gujarat,Veg,Dairy,400,Meal
Khaman,Gujarat,Veg,Gluten,120,Meal
Besan Ladoo,Gujarat,Veg,"Nuts, Dairy",300,Meal
Paatra,Gujarat,Veg,None,200,Meal
Surati Sev,Gujarat,Veg,Gluten,280,Meal
Gujarati Kadhi,Gujarat,Veg,Dairy,120,Meal
Batata Nu Shaak,Gujarat,Veg,None,200,Meal
Chaas,Gujarat,Veg,Dairy,80,Meal
Lassi,Gujarat,Veg,Dairy,250,Meal
Rotla,Gujarat,Veg,Gluten,120,Meal
Farsi Puri,Gujarat,Veg,Gluten,150,Meal
Muthiya,Gujarat,Veg,Gluten,220,Meal
Samosa,Gujarat,Veg,Gluten,300,Meal
Farsan,Gujarat,Veg,Gluten,250,Meal
Ghari,Gujarat,Veg,"Dairy, Gluten",450,Meal
Bhinda Nu Shaak,Gujarat,Veg,None,180,Meal
Kachori,Gujarat,Veg,Gluten,300,Meal
Vada Pav,Gujarat,Veg,Gluten,350,Meal
Lilva Kachori,Gujarat,Veg,Gluten,250,Meal
Sabudana Khichdi,Gujarat,Vegan,None,200,Meal
Dal Tadka,Gujarat,Veg,None,150,Meal
Nankhatai,Gujarat,Veg,"Dairy, Gluten",220,Meal
Papdi,Gujarat,Veg,Gluten,180,Meal
Churma Ladoo,Gujarat,Veg,"Nuts, Dairy",300,Meal
Makai No Chevdo,Gujarat,Vegan,None,250,Meal
Bhungra,Gujarat,Veg,None,200,Meal
Keri No Ras,Gujarat,Vegan,None,100,Meal
Ringan No Oro,Gujarat,Veg,None,150,Meal
Ponk,Gujarat,Vegan,None,150,Meal
Prawn Balchao,Goa,Non-Veg,"Seafood, Garlic",320,Meal
Goan Fish Curry,Goa,Non-Veg,"Fish, Coconut",350,Meal
Bebinca,Goa,Veg,"Eggs, Coconut",410,Meal
Sorpotel,Goa,Non-Veg,Pork,480,Meal
Xacuti,Goa,Non-Veg,"Chicken, Coconut",390,Meal
Prawn Curry,Goa,Non-Veg,"Seafood, Coconut",310,Meal
Goan Poi,Goa,Vegan,Gluten,210,Meal
Sannas,Goa,Vegan,"Rice, Coconut",150,Meal
Fried Fish,Goa,Non-Veg,Fish,320,Meal
Vindaloo,Goa,Non-Veg,"Pork, Vinegar",500,Meal
Fish Recheado,Goa,Non-Veg,"Fish, Vinegar",360,Meal
Khatkhate,Goa,Veg,Coconut,270,Meal
Rissois,Goa,Non-Veg,"Eggs, Seafood",340,Meal
Ros Omlette,Goa,Non-Veg,"Eggs, Chicken",420,Meal
Patoleo,Goa,Vegan,"Rice, Coconut",190,Meal
Fish Caldine,Goa,Non-Veg,"Fish, Coconut",310,Meal
Chouricos,Goa,Non-Veg,Pork,450,Meal
Ambotik,Goa,Non-Veg,Fish,330,Meal
Goan Red Rice,Goa,Vegan,Gluten-Free,220,Meal
Sol Kadi,Goa,Vegan,Coconut,100,Meal
Prawn Rawa Fry,Goa,Non-Veg,Seafood,370,Meal
Bafad,Goa,Non-Veg,Beef,500,Meal
Samarachi Kodi,Goa,Non-Veg,"Seafood, Coconut",350,Meal
Goan Sausage Pulao,Goa,Non-Veg,Pork,470,Meal
Crab Xec Xec,Goa,Non-Veg,"Crab, Coconut",380,Meal
Chicken Cafreal,Goa,Non-Veg,Chicken,390,Meal
Cucumber Kismur,Goa,Vegan,Coconut,120,Meal
Vegetable Caldin,Goa,Vegan,Coconut,210,Meal
Moonga Gathi,Goa,Vegan,Mung Beans,260,Meal
Tisreo Sukem,Goa,Non-Veg,"Clams, Coconut",300,Meal
Goan Prawn Pulao,Goa,Non-Veg,"Prawns, Rice",450,Meal
Fish Kismur,Goa,Non-Veg,Fish,320,Meal
Mushroom Xacuti,Goa,Veg,Coconut,250,Meal
Alsande Tonak,Goa,Vegan,Black-Eyed Peas,240,Meal
Shark Ambot Tik,Goa,Non-Veg,Shark,400,Meal
Goan Crab Curry,Goa,Non-Veg,"Crab, Coconut",370,Meal
Kismur,Goa,Vegan,"Coconut, Raw Mango",140,Meal
Fonna Kadi,Goa,Vegan,Coconut,100,Meal
Fish Roe,Goa,Non-Veg,Fish Roe,350,Meal
Mutton Sukka,Goa,Non-Veg,Mutton,460,Meal
Green Coconut Chutney,Goa,Vegan,Coconut,90,Meal
Prawn Molho,Goa,Non-Veg,"Seafood, Vinegar",310,Meal
Banana Halwa,Goa,Veg,"Banana, Coconut",350,Meal
Mango Sasav,Goa,Vegan,Raw Mango,180,Meal
Vegetable Khatkhate,Goa,Vegan,Coconut,220,Meal
Bottled Masala,Goa,Vegan,"Coconut, Spices",110,Meal
Rawa Fried Mussels,Goa,Non-Veg,Mussels,390,Meal
Kokum Curry,Goa,Vegan,Kokum,80,Meal
Tamarind Fish Curry,Goa,Non-Veg,"Fish, Tamarind",320,Meal
Cashew Feni,Goa,Vegan,Cashew,150,Meal
Tizaan,Goa,Vegan,Rice Flour,180,Meal
Goan Bebinca,Goa,Veg,"Coconut, Eggs",390,Meal
Chana Ros,Goa,Vegan,Chickpeas,260,Meal
Crab Bhurjee,Goa,Non-Veg,Crab,320,Meal
Shark Fry,Goa,Non-Veg,Shark,350,Meal
Feijoada,Goa,Non-Veg,"Beans, Pork",460,Meal
Pork Sorpotel,Goa,Non-Veg,Pork,500,Meal
Goan Fish Fry,Goa,Non-Veg,Fish,340,Meal
Fried Mussels,Goa,Non-Veg,Mussels,400,Meal
Beef Assado,Goa,Non-Veg,Beef,480,Meal
Mushroom Recheado,Goa,Veg,Mushrooms,240,Meal
Fish Hooman,Goa,Non-Veg,Fish,320,Meal
Fish Roe Curry,Goa,Non-Veg,Fish Roe,330,Meal
Pork Vindaloo,Goa,Non-Veg,"Pork, Vinegar",480,Meal
Spicy Rawa Fried Fish,Goa,Non-Veg,Fish,350,Meal
Coconut Ladoo,Goa,Veg,"Coconut, Sugar",290,Meal
Rawa Fried Prawns,Goa,Non-Veg,Prawns,370,Meal
Chana Bhaji,Goa,Vegan,Chickpeas,240,Meal
Goan Fish Cutlet,Goa,Non-Veg,Fish,330,Meal
Goan Style Omelette,Goa,Non-Veg,Eggs,300,Meal
Pork Amsol,Goa,Non-Veg,"Pork, Kokum",450,Meal
Peixe Recheado,Goa,Non-Veg,Fish,320,Meal
Ambadyachi Uddamethi,Goa,Vegan,"Mango, Coconut",160,Meal
Mackerel Rava Fry,Goa,Non-Veg,Mackerel,350,Meal
Fonna Kadi,Goa,Vegan,Coconut,110,Meal
Beef Croquettes,Goa,Non-Veg,Beef,430,Meal
Fish Amotik,Goa,Non-Veg,Fish,340,Meal
Prawn Balchao,Goa,Non-Veg,Prawns,320,Meal
Mango Sasav,Goa,Vegan,Mango,180,Meal
Chana Samosa,Chhattisgarh,Veg,Gluten,180,Meal
Bara,Chhattisgarh,Veg,Gluten,200,Meal
Aamat,Chhattisgarh,Non-Veg,None,250,Meal
Chana Badi,Chhattisgarh,Veg,None,170,Meal
Thethri,Chhattisgarh,Veg,Gluten,160,Meal
Faraa,Chhattisgarh,Veg,Gluten,140,Meal
Dubki Kadi,Chhattisgarh,Veg,Dairy,180,Meal
Chausela,Chhattisgarh,Veg,Gluten,230,Meal
Chana Dal Puri,Chhattisgarh,Veg,Gluten,190,Meal
Bafauri,Chhattisgarh,Vegan,None,150,Meal
Bhajia,Chhattisgarh,Veg,Gluten,220,Meal
Muthiya,Chhattisgarh,Veg,None,160,Meal
Bore Baasi,Chhattisgarh,Veg,None,180,Meal
Arsa,Chhattisgarh,Veg,Gluten,150,Meal
Khadi Patal Bhaji,Chhattisgarh,Veg,None,90,Meal
Tikar Badi,Chhattisgarh,Vegan,None,170,Meal
Dubu Roti,Chhattisgarh,Veg,Gluten,200,Meal
Angakar Roti,Chhattisgarh,Veg,Gluten,210,Meal
Kusli,Chhattisgarh,Veg,Gluten,190,Meal
Tilgur,Chhattisgarh,Veg,Sesame,110,Meal
Balushahi,Chhattisgarh,Veg,"Dairy, Gluten",220,Meal
Dehrori,Chhattisgarh,Veg,Dairy,230,Meal
Khichiya,Chhattisgarh,Vegan,None,170,Meal
Bhai Bhata,Chhattisgarh,Veg,None,160,Meal
Cheela,Chhattisgarh,Veg,Gluten,190,Meal
Poha,Chhattisgarh,Veg,Gluten,120,Breakfast
Rakhia Badi,Chhattisgarh,Veg,None,160,Meal
Khurmi,Chhattisgarh,Veg,Gluten,170,Meal
Phara,Chhattisgarh,Vegan,None,140,Meal
Fiki Kadhi,Chhattisgarh,Veg,Dairy,110,Meal
Sanna Pakora,Chhattisgarh,Veg,Gluten,220,Meal
Bhabhro,Chhattisgarh,Vegan,None,140,Meal
Bara Kadhi,Chhattisgarh,Veg,Dairy,180,Meal
Dahi Baati,Chhattisgarh,Veg,Dairy,220,Meal
Raita,Chhattisgarh,Veg,Dairy,120,Meal
Chira,Chhattisgarh,Veg,Gluten,100,Meal
Gulgula,Chhattisgarh,Veg,Gluten,170,Meal
Jalebi,Chhattisgarh,Veg,Gluten,320,Meal
Bhakhra,Chhattisgarh,Veg,Gluten,180,Meal
Khoba Roti,Chhattisgarh,Veg,Gluten,210,Meal
Sabudana Khichdi,Chhattisgarh,Veg,None,180,Meal
Bada,Chhattisgarh,Veg,Gluten,190,Meal
Masoor Dal,Chhattisgarh,Vegan,None,140,Meal
Arhar Dal,Chhattisgarh,Vegan,None,150,Meal
Kaddu Bharta,Chhattisgarh,Veg,None,120,Meal
Biranji,Chhattisgarh,Veg,None,200,Meal
Mawa Bati,Chhattisgarh,Veg,Dairy,250,Meal
Gul Bhajiya,Chhattisgarh,Veg,Gluten,180,Meal
Tilkut,Chhattisgarh,Veg,Sesame,120,Meal
Chakli,Chhattisgarh,Veg,Gluten,190,Meal
Gur Halwa,Chhattisgarh,Veg,Gluten,220,Meal
Bhaat,Chhattisgarh,Vegan,None,150,Meal
Chana Ghughra,Chhattisgarh,Vegan,None,170,Meal
Mawa Jalebi,Chhattisgarh,Veg,Dairy,320,Meal
Roti,Chhattisgarh,Veg,Gluten,110,Meal
Masala Bhat,Chhattisgarh,Veg,None,180,Meal
Sabudana Vada,Chhattisgarh,Veg,None,210,Meal
Litti Chokha,Bihar,Veg,Gluten,350,Meal
Sattu Paratha,Bihar,Veg,Gluten,320,Breakfast
Chana Ghugni,Bihar,Veg,None,180,Meal
Thekua,Bihar,Veg,Gluten,230,Meal
Dal Pitha,Bihar,Veg,Gluten,300,Meal
Malpua,Bihar,Veg,"Dairy, Gluten",270,Meal
Khaja,Bihar,Veg,Gluten,340,Meal
Balushahi,Bihar,Veg,"Dairy, Gluten",450,Meal
Chana Samosa,Bihar,Veg,Gluten,300,Meal
Aloo Kachori,Bihar,Veg,Gluten,400,Meal
Kadhi Badi,Bihar,Veg,Dairy,350,Meal
Sev Tamatar,Bihar,Veg,None,200,Meal
Makhana Kheer,Bihar,Veg,"Dairy, Nuts",280,Meal
Chura Dahi,Bihar,Veg,"Dairy, Gluten",320,Meal
Besar,Bihar,Veg,None,180,Meal
Parwal ki Mithai,Bihar,Veg,Dairy,290,Meal
Anarsa,Bihar,Veg,Gluten,240,Meal
Kesar Peda,Bihar,Veg,Dairy,320,Meal
Tilkut,Bihar,Veg,Nuts,300,Meal
Lai,Bihar,Veg,None,230,Meal
Pedakiya,Bihar,Veg,"Gluten, Dairy",350,Meal
Tarua,Bihar,Veg,None,280,Meal
Kheer,Bihar,Veg,Dairy,300,Meal
Chawal ki Roti,Bihar,Veg,Gluten,220,Meal
Aloo Chop,Bihar,Veg,Gluten,350,Meal
Bhunjia,Bihar,Veg,None,180,Meal
Dahi Chura,Bihar,Veg,Dairy,320,Meal
Dal Bati,Bihar,Veg,Gluten,370,Meal
Khichdi,Bihar,Veg,None,240,Meal
Puri Sabzi,Bihar,Veg,Gluten,400,Meal
Dhuska,Bihar,Veg,Gluten,260,Meal
Mutton Curry,Bihar,Non-Veg,None,450,Meal
Chicken Biryani,Bihar,Non-Veg,None,600,Meal
Fish Curry,Bihar,Non-Veg,None,320,Meal
Keema Paratha,Bihar,Non-Veg,Gluten,500,Breakfast
Bihari Kebab,Bihar,Non-Veg,None,450,Meal
Egg Curry,Bihar,Non-Veg,None,280,Meal
Bihari Fish Fry,Bihar,Non-Veg,None,400,Meal
Mutton Kebab,Bihar,Non-Veg,None,450,Meal
Prawn Curry,Bihar,Non-Veg,None,350,Meal
Chura Mutton,Bihar,Non-Veg,None,500,Meal
Bihari Egg Roll,Bihar,Non-Veg,Gluten,300,Meal
Champaran Mutton,Bihar,Non-Veg,None,550,Meal
Bihari Chicken Curry,Bihar,Non-Veg,None,480,Meal
Mutton Saag,Bihar,Non-Veg,None,420,Meal
Bihari Prawn Fry,Bihar,Non-Veg,None,360,Meal
Fish Pulao,Bihar,Non-Veg,None,400,Meal
Chicken Saag,Bihar,Non-Veg,None,350,Meal
Paneer Kebab,Bihar,Veg,Dairy,350,Meal
Aloo Bhujia,Bihar,Veg,None,240,Meal
Baingan Bharta,Bihar,Veg,None,200,Meal
Makhana Curry,Bihar,Veg,"Dairy, Nuts",280,Meal
